품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Maltese(말티즈),MN,2092,B_W,방광에 결석 재발 집안환경 보호자님 아침 time time 출근에 저녁 time 경에 퇴원함. 먹는 것은 사료와 껌 비스켓주는 상황 오줌이 노란 느낌에 화장실에서 소변을 봄. 보호자교육 물을 먹어야함 설명함. 하루에time l정도 먹을것. 수술후에 주기적인 요검사를 통해서 음수량 조절할것. 환경이 되는데로 진행 수술 방광절개후에 제거함. 결석 성분 의뢰 보냄. ,,9, 방광 결석 , 비뇨기과 질환 ,배뇨실금,배뇨실금,203,2
Yorkshire Terrier(요크셔 테리어),M               ,2082,G_부천이지,지난번 입원했을때랑 증상이 같다고 하심 야간할증 안내드림 췌장염 신부전 고암모니아혈증으로 입원치료후 time 퇴원했던 환자. bw kg bt hr 회 rr 회.부정맥있음 입원처치후 배변 회.배뇨 회. 집에서 정상배변후 갑자기 다리힘이 풀리며 활력감소. 침흘림 심함. stupor. incoordination. severe salivation.tremor 혈청 혈구 혈액가스 검사완료. tx fluid ns 타우린 타치온 헤파멜즈 vitb icu 세파 파모 트라 병원에서 발작증세 보여 디아제팜 펜토iv 검사플랜은 내렸는데 검사못했음 오전에 부탁해요 오전중 보호자와 상태통화 부탁합니다. 따님은 상태가 왜안좋아 지는지 설명드림에도 이해안하시려는 경향있음. 어머니는 편하게 있다가 갔으면 하는 상태임. 사망가능성 고지하고 입원약정서 받음. 필요에 따라 추가검사 설명함. 호흡수 time time 회 time time time time time time 배뇨 회. 오전관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc 오후관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc 치료 및 상담내용 tx e ,2087,"1303,2,1,31", 췌장염 , 간 · 담도계 및 췌장 질환,"운동실조,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),구토(급성/만성),유연",운동실조,586,6
A.Cocker Spaniel(아메리카 코커),FS,2082,B_W,목욕하고 나서 긁음. 안약을 넣어주는데 긁음 하루에 번정도 출근전에 번 넣어주고 퇴근후에 번 넣어줌. 식욕정상이고 대변 양호함. 전신의 상태에 대한 위험성 수술중에 마취에 대한 위험성 회복중에 문제 내재된 합병증 문제의 가능성을 감당할 수 있는가가 보호자님과 상의 보호자님 동의 죽을수 있는 문제 가능성 검사상에 췌장염 양성 빈혈 안구 적출수술 진행 ,2231,1, 췌장염 , 간 · 담도계 및 췌장 질환,구토(급성/만성),구토(급성/만성),196,6
Dachshunds(닥스훈트 ),FS              ,2101,H,부토판 앰플 입원 중 monitoring by 최우주 활력 어제와 비슷하게 누워있으나 꼬리를 치기도 하고 상태 양호함 식욕 구토 여부 닭캔에 대한 자발 식이는 있음 핸드피딩 시에만 구토는 없음 배변 배뇨 배뇨만 관찰되며 배변은 없음 술부 상태 양호함 t r bw kg mm pink blood analysis cbc thrombocytopenia 기계 상의 오류인것으로 판단됨 elect. mild hyperkalemia 수액 중지 chem decreased crp increased alb tp us 부분 복부 초음파 방광내 슬러지 소량 우측 자궁 있었던 위치 지방의 염증 소견증이 아직 남아 있으나 복수소견이나 주변 장의 corrugated sign 은 보이지 않음. urinalysis bg money blood 상태는 개선 중인 것으로 판단됨 뇨검사는 추후 다시 할 예정 sdma 뇨배양 검사 금일 퇴원 예정 month 뒤 술부 재진 예정 tx po cephalexin time kg bid metronidazole time kg bid famotidine time kg bid days ,,, 자궁 축농증 , 생식기 질환 ,,,557,5
Pomeranian(포메라이안),MN              ,2046,E_24시아이, time 전에 닭뼈 섭취 식욕 활기 백신 사상충 rad 닭뼈 확인 위절개수술 졸레틸 time time 까지 입원 . ,,, 소화관 이물 / 섭취 , 소화기 질환 ,,,66,3
Dachshunds(닥스훈트 ),FS,2043,D_VIP, refer. 의뢰병원관련 진료전 전화완료 진료후 전화완료 초진일 전화 안됨 원장님 요청사항 초진 내원시 레퍼가 아닌 것으로 분류되었었으나 레퍼로 확인됨 cc 만성 구토 설사 등 hpi 상세경력 초진자료 참고 설사 month 부터 month 에 회 점액성 설사 변 끝에 선혈 방울 구토 month 부터 month 에 한번씩 구토 밥먹고 time 이내로 하는 regurgitation으로 보임 설사 및 구토 이후 식욕 및 활력 괜찮음 인근병원에서 month 간 내복약 처방후 괜찮아졌다가 약끊고 month 후 다시 증상보임 행복이 가득한 ah 백혈구 선천적으로 낮고 엽산수치 로 낮다고 설명들음 소장 부어있고 담즙 흐름 안좋다고 들으심 항생제 제산제 위장관 촉진제 처방 그전까지 구충안하심 넥스가드 얼마 전 사용 마지막 구토 설사증상은 지난 주 day 현재 아이상태 구토 설사 없이 정상적 phi med 현증 sur 중성화 tru vac 어릴 때만 hw은 검사 넥스가드 회 복용 diet 생식 중성화 이후 부터 통유 야채 퓨레 등 eh indoors 닥스 systemic gen 식욕은 좋은 편 skin nervous eent res 가끔 몰아서 숨을 쉬는 경향이 있음 cv 기침은 없음 gi 현증 ur 자발음수 어렸을적부터 안함 항상 강급중 time day rep ms ns 약간 소심한 성격 bcs 배꼽 탈장 dental 양호 normal ln salivary gl. 복부 촉진시 중상복부 복압 불편감 no back pain apical beat normal no murmur 방사선검사 imaging dx ddx shoulder djd comment 식도 내 이물 의심되지 않음 견관절의 퇴행성 변화 osteophyte 관찰됨 기관 기관지 심장 폐야 등 이상소견 관찰되지 않음 복부초음파 full scan imaging dx ddx gastroenteritis comment 위내 액체 저류 운동성 거의 관찰되지 않음 십이지장 및 공장 일부의 경도 중등도의 corrugation 전반적인 위장관의 벽 비후는 관찰되지 않으며 장간막림프절 양호 췌장 및 기타 장기 이상소견 관찰되지 않음 radiologist 이현아 dvm ms 기왕력상 만성 상부 소화기 질환 식도 위 소장 등 이 우선적으로 고려되었음 소화기 외적인 원인들은 거의 배제되었으며 소화기 내적 원인 중 만성 위정체증후군 및 십이지장염 등 확인 위확장의 일반적인 원인이 될 수 있는 유문협착 용종 종양 등은 확인되지 않으나 만성 위염 헬리코박터 포함 은 충분히 고려됨 종합적으로 초기 ibd 고려되는 상황으로 식이 교체 보호자분이 선택적으로 하실 예정 유산균 현재 닥터 머폴라 식이섬유 헬리코박터 위염 및 초기 ibd에 준한 대증적인 약물 try month 권고 금일 usg 감소 관련 아침 time 에 받아온 자연배뇨 시료 영향고려되나 초기 ckd 가능성 있어 주기적 신기능 모니터링 권고 내시경 헬리코박터 검사까지는 원치 않으셔서 상기 관리내용 토대로 month 약물 try 이번 약 떨어지기 전 전화주시기로 함 ,,"1,2", 위염 / 위장염 / 장염 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),1500,4
Maltese(말티즈),FS,2082,D_VIP, 소화기 증상 없음 컨디션 양호 헤파틱 사료 알갱이가 커서 그냥은 잘안먹고 잘라줘야 먹음 작은 알갱이 사료 원하심 pe hr bpm bt 혈검 hct 개선 alb 개선 초음파 복부초음파 by hyuna findings 췌장의 비후 time 및 에코 저하 췌장 주변 복막 에코 상승 췌장 좌측엽과 위 사이에서 소량의 복수 관찰됨 ima,복막염,, 췌장염 , 간 · 담도계 및 췌장 질환,,,186,6
Russian Blue Cat(러시안 블루 고양이),FS,2087,D_VIP,s 지난 주 day 에 다른 병원에서 만성 신부전 진단받음. 집에서 현재 피하수액 엔테랄케어 등으로 케어 중. 다른 병원에서 더이상 할 수 있는게 없다고 얘기들었음. 입원 처치 받은 적 없음. 차지우동물병원. 내복약은 지어주신 약만 먹었음. 물약에 조제하여 주심. 지난 주 day 부터 걷지 못하고 누워만 있음. 구토는 없고 배변은 아직 확인되지 않음. 배뇨는 누워서 하고 있음. 신경증상 고개 흔드는 증상. 한달 전에 스케일링 했고 그떄 혈검 상 신장이 안 좋다는 얘기 들었고 처방식으로 교체. 지금까지 혈액검사 요검사만 진행됨. p bp hr rr 탈수 sunken eye skin turgor 지연 sticky mucus. 사지 냉감 femoral pulse weak 청진 시 nrf bcs bw kg 구강 내 출혈 궤양 a cbc mild anemia c azotemia hypernh blood gas hyperna ph hco ray 양쪽 신장결석. 흉부 nrf 복부초음파 full scan by hyuna findings 양측 신장의 크기 저하 및 피질 에코의 심한 증가 변연의 불규칙한 변화 혈류반응 양호 양측 신장의 작은 결석들 관찰됨 담낭의 확장 관찰되지 않으나 담낭 내 슬러지의 저류 관찰됨 imaging dx ddx chronic kidney disease urolithiasis cholecystitis cholangiohepatitis ckd uremia hypernatremia ckd에 의한 uremia hyperammonemia 오랜시간 탈수로 인해 hypernatremia가 발생함. 이로인해 신경증상 발생한 것으로 생각됨. ckd에 준해 처치 진행. 신경증상은 수치개선에도 개선되지 않을 수 있음. 위중한 상태로 사망가능성 안내드림. 입원. ,,28, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,기력저하,기력저하,882,1
Mixed(혼합),MN              ,2087,D_VIP,s 타병원에서 신부전 비장종양 진단 레날어드밴스 복용중 비장종양 month 전 검진시 발견 diet renal wet dry bp no murmur tartar 혈검 crea glob a usg money 단백뇨 ph sdma pending 복부초음파 by hyuna findings 담낭의 확장 및 다량의 슬러지볼이 관찰되나 담관 및 총담관의 확장은 관찰되지 않음 cbd time cm 깊이의 비장종괴가 관찰되며 혈류반응은 매우 적게 관찰됨 양측 신장의 크기는 정상범위이나 피질 에코가 상승되어 있으며 medullary rim sign이 관찰됨 우측 신장의 후극에 . time 의 낭포가 관찰됨 imaging dx ddx gb sludge splenic mass nodular hyperplasia primary splenic tumor less likely renal cyst bilateral kidney interstitial nephritis glomerulonephritis chronic kidney diseased comment 우측 신장 낭포의 ethanol sclerotherapy 추천됨 현재 신장의 크기가 정상이며 변연이 불규칙하지 않고 혈류 공급이 매우 저하되어 있지는 않으므로 nephritis의 가능성이 높으나 ckd로 진행중일 수 있음 ckd iris no hypertension no proteinuria rt. renal cyst splenic tuomr ckd 충분한 음수 식이 renal 기타 사료 루비날 bid 레날어드밴스 sp day renla cyst 확장되면 ethanol sclerotherapy splenic tuomr month 후 리첵 종대되면 적출 및 조직검사 치과 month 후 신장 비장 결과에 따라 치과치료 진행 ,비장종양,28, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,기력저하,기력저하,879,1
Maltese(말티즈),MN              ,2087,G_부천이지,이번주부터 식욕 저하 하지만 간식은 먹음 간식 먹고 회 구토 기력 저하 어제 부터 보행 못할정도로 기력 저하 어제 아침까지 로얄캐닌 renal 캔 잘먹었음 tx. 산소공급 ns 유지 배속도로 주입 famotidine time kg iv bid enrofloxacin time kg sc sid 오전관리사항 food urine feces etc tx 오후관리사항 food 개인레날캔 보호자분이 먹이심 urine feces etc tx famotidine time kg iv bid enrofloxacin time kg sc sid ,2082,"1,21", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),296,1
Mixed(혼합),FS              ,2101,E_24시아이, 자궁축농증 중성화 수술 안해줬음 month 일전 확인됨 어제 부터 배가 딱딱하고 커짐 원래는 내일 수술 이었음 어제 오후 밤부터는 안 먹음 식욕 활기 백신 사상충 a .졸레틸 time ,,"21,11", 자궁 축농증 , 생식기 질환 ,"식욕부진, 식욕저하,복부확대(팽만)","식욕부진, 식욕저하",104,5
Pomeranian(포메라이안),F,2071,C_잠실ON,오늘 아침부터 설사 식욕부진 shiverring 보임 특별히 다른거 먹은거에 대한 정보는 없음 활력도 저하 ,,2, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),60,0
Maltese(말티즈),F               ,2087,E_24시아이, year 전부터 심장약 먹었는데 하루에 한번먹다가 month 전부터 하루 번 처방 받았음. 신장수치 검진은 없이 약만 투약하였다고 함 식욕이 떨어진건 month 정도 쯤 부터였음. 심장약 하루 한번 먹다가 지역병원에서 방사선사진과 청진상 심잡음 심하다고 해서 하루 번 심장약 먹은지 month 되었음 어머님이 집에 며칠비우는 동안 할아버지가 관리하셨는데 이불에 구강에서 나온 혈흔 발견 객혈인지 혈액성 구토인지 잘모르겠는데 이불에 선혈자국이 있는것을 확인함 너무 안먹어서 사람먹는 미음을 좀 먹였는데 오늘 물도 못받아먹음 현재 구토 식욕없음 pe heart murmur severe precordial thrill 느껴질정도 상당히 마름 눈꼽 양쪽심하게 끼고 결막충혈 심함 유연증상처럼 구강내 침 고여있었음 입냄새 심함 보호자도 갑자기 심해졌다고. 왼쪽전지 demodex 의심 식욕x 활기 백신 사상충 다달이 먹임 rad 심비대 신장결석 cpl kit neg bun cre ca ip renal failure crp wbc 신부전 month 입원조치 ce 심장약 임의 투약하면서 신부전 올가능성도 고지함 cardio renal syndrome 기존 신장결석으로 신부전으로 진행될 가능성도 고지 입원하면서 심혈관계검사 후 적절한 심장약 투약 중요함 심장병있는환축 순환부전으로 위장관운동 자주 수치하락 모니터링중요. 패드에 혈흔이 묻어있어서 구강확인하니 혀괴사 되어있음 보호자 고지함 ckd month time 까지 입원 퇴원시 내복약 month 분 free . 한과장님이 앞으로 팔로우 안내함 ,,101, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,혈토,혈토,780,1
Westphalian Dachsbracke(웨스트팔라안 닥스브라케),MN,2043,B_W, day 에 안고있다가 떨어졌었음 이틀전부터 밥을 먹지 않음 day 점심부터 먹지 않음. 저녁은 간식은 먹음 노란색 구토를 하고 있음 여러차례하고 있음 오늘만 번 정도 했음 변은 무른 정도 한달전 체중 kg 일주일 전쯤부터 사료를 바꿈 네츄럴코어에서 나오는 다이어트 사료를 주심 안먹음 anf 먹이던거 반반씩 주고 있음 day 날 씹어먹는 커다란 간식을 주셨었음 현재 활력은 거의 없음 두달전 ct 촬영시 비강에서부터 인후두까지 농이차있다고 해서 한달동안 약을 먹었었음 간수치도 상승했었음 연어 알러지가 있음 crp 초음파상 십이지장부터 공장까지 corrugation 증상 cpli 정상 보호자께서 입원치료를 원치않음 내일 다니시던 병원을 가길 원함 탈수와 구토가 심하여 저녁까지만 모니터링하고 갈 예정 ,2017,1, 위염 / 위장염 / 장염 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),394,4
Mixed(혼합),F               ,2170,D_VIP, 타병원에서 간수치 높았다고 함 특별한 증상은 없음 간수치 관련하여 검사 원하심 새밀린 복용중 혈검 alt 외 특이사항 없음 복초 nrf stt 간수치 관련하여 크게 걱정 안하셔도 될 듯합니다. 새밀린 복용 지속하세요 스켈링 하셔도 됩니다. ,,38, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,,,135,7
Poodles(푸들),FS              ,2170,G_부천이지, 오후관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc tx clindamycin time kg iv famotidine time kg iv ,"2286, 2288","61,6102", 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,"구내염,치주염",구내염,94,7
Yorkshire Terrier(요크셔 테리어),MN,2071,C_잠실ON,cc 구토 내원 time 정도 전부터 구토하기 시작 음식물 위액 거품 등 번 정도 구토하고 몸을 떨어서 내원 내원하여 관찰하였을때 보행이나 활력 등 정상 복통으로 잘 눕지 못하였다고 함 촉진 시 복통이 심하지는 않음 고구마 시져 등 먹었음 보호자분과 떨어져있는 걸 많이 불안해함 입원불가하다고 말씀하심 보호자분이 평소 알고있는 지병은 없음 방사선 상 장내 이물소견 관찰되어 말씀드리니 종종 이물 주워먹는 경우가 있다고 함 가끔 많이 먹거나 컨디션 안좋을때 구토하는 경우가 종종 있다고 함. . 체온 로 좀 높은편 . 흉부 방사선 상 기관협착 관찰됨 . 복부방사선 상 장내 이물 관찰되어 이물섭취에 의한 구토 가능성도 배제할 수 없음 . 혈액검사상 탈수소견과 전해질 불균형 관찰됨 .수액 처치 통한 탈수교정 구토시 항구토처치 예정 plan. 전해질 불균형과 탈수 교정위해 입원하여 수액처치 받는 것이 좋을 것 같다고 말씀드림 수액처치 효과보시려면 최소 time 정도는 입원해서 처치 받으시는 것이 좋고 정확한 퇴원 시간은 아이 상태보고 원장님과 상담 후 결정하게 될 예정입니다 평소 이물먹는 경향이 있으므로 방사선 상 관찰되지 않는 이물에 의한 구토가능성 배제할 수 없으며 그럴 경우 구토 지속될것이고 그때는 초음파검사 하셔야 함을 고지드림 아이와 떨어져있는 걸 보호자분께서 많이 불안해하심. month time 오후 time 반쯤 혈액검사 다시 진행하여 교정되었을 시에 전화드려서 저녁 퇴원하실 수 있도록. 최대한 빨리 퇴원원하심 time수납하고가심 ,,1, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),756,0
British Shorthair Cat(브리티쉬 숏헤어 고양이),MN,2170,D_VIP, 마취전검사 crea mild high mild anemia hct 신장에 대한 평가 필요하여 sdma 검사 의뢰. 치과 치은부종 치주염 치방 forl 확인되어 발치 및 봉합. 조직검사 스켈링 발치 후 내복약 처방. 구강소독약 month 회 소독 및 오라틴 month 회 염증부위 도포. sdma 상승시 신장 전반적인 검사 진행예정. 조직검사 결과에 따라 앞으로 치은 관리 방향 결정. 다음내원일 재진 결과상담 및 구강체크 ,Chronic kidney disease,, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,,,237,7
K.C(Korean Cat),FS,2170,D_VIP,s 치과치료 잇몸의 심한 발적 출혈 구취심함 치아방사선상 전치아의 치조골소실 심함 송곳니 앞니 제외한 전발치 진행함 오늘 하루 입원후 내일 퇴원예정 ,,"26,222,38", 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,"구취,부종, 홍반",구취,83,7
Yorkshire Terrier(요크셔 테리어),MN              ,2043,H,퇴실할땐 오빠에게 전화부탁하심. tel 이틀전부터 식욕없음. 치매있다고함. 끙끙거린다고함 month 전부터 식욕 저하 활력 저하 신장 사료 급이 중 신부전 진단 누워서 끙끙거리고 짖는 증상 확인 증상이 점점 심해지는 경향 치매 의심 증상 확인 액티베이트 급이 중 빈혈 심해서 현재 중단 소변 어제 확인되지 않음 month 일 간격으로 원래 다니시던 병원에 내원하셔서 수액 맞추심 서서울 동물병원 다니심 어제 수양성 설사 확인 색이 검붉은 혈변 확인 month 전 혈액 검사 상에서는 특이사항 없었다고 알고 계심 그 당시에는 식욕 및 활력이 많이 올라온 상태였음 mm pale wet crt 심한 치석 bp cbc pcv chemistry 전해질 불균형 alb glu accu buncrea crp bga 특이사항 없음 혈당계 이틀전부터 식욕없음. 치매있다고함. 끙끙거린다고함 month 전부터 식욕 저하 활력 저하 신장 사료 급이 중 신부전 진단 누워서 끙끙거리고 짖는 증상 확인 증상이 점점 심해지는 경향 치매 의심 증상 확인 액티베이트 급이 중 빈혈 심해서 현재 중단 소변 어제 확인되지 않음 month 일 간격으로 원래 다니시던 병원에 내원하셔서 수액 맞추심 서서울 동물병원 다니심 어제 수양성 설사 확인 색이 검붉은 혈변 확인 month 전 혈액 검사 상에서는 특이사항 없었다고 알고 계심 그 당시에는 식욕 및 활력이 많이 올라온 상태였음 mm pale wet crt 심한 치석 bp cbc pcv chemistry 전해질 불균형 alb glu accu buncrea crp 상승 bga 특이사항 없음 복부 방사선 장관 내 gas 확인됨 복부 초음파 심한 위장관염 신장 내 다수의 cyst 확인 만성 췌장염 의심 식욕테스트 영상 구글챠트 url 입원 피하 수액 경구 포도당 처치 가온 및 산소 처치 혈당 확인 am fuji 경구 포도당 적용 timen time l로 희석 pm vetmate d can 저체온 증상 가온 이후 정상 체온 확인 됨 심박수 회 상승 확인 퇴원 time 경 예정 보호자분께 유선상으로 검사 결과 및 치료 방향 안내 탈수 및 장염으로 인한 식이량 감소 장염 췌장염 의심 신부전 빈혈의 원인은 만성 신부전에 의해 유발되었을 가능성이 있습니다. 현재 출혈의 증거는 확인되지 않으며 만성적인 염증에 의한 빈혈의 가능성도 배재할 수는 없습니다. 현재 췌장염과 장염 확인되며 활력 및 식욕 저하 설사 및 혈변은 상기의 원인으로 발생 한 것으로 평가됩니다. 저혈당의 경우 식욕 부진 및 나이를 고려하여 종양 혹은 만성 췌장염의 가능성을 고려하였으며 지속적인 혈당 확인을 통해 insulinoma의 가능성은 낮다라고 평가되었습니다. 내원 당시 낮은 심박수와 저체온이 확인되었으며 이후 처치를 통해 정상으로 유지되고 있다고 평가되나 심박수의 경우에는 지속적인 평가가 필요합니다. 혈압은 정상으로 평가되었습니다. 원내에서 피하수액 처치 이후 소변이 확인되었으며 소변 검사상 특이사항 확인되지 않았으며 정상적인 배뇨가 이루어지는지 확인이 필요합니다. 본원이나 서서울동물병워에서 집중적인 처치가 필요한 상황으로 평가됩니다. 경구약 과 현탁액의 적용을 통해 증상의 개선이 필요합니다. ,,, 위염 / 위장염 / 장염 , 소화기 질환 ,,,1565,4
Maltese(말티즈),FS,2101,B_W,vaginal discharge. 어제 저녁부터 관찰. 이불에 농이 묻어 있고 생식기 주위를 핥음. 지난번에 혈액검사에서 백혈구 증가증이 있었음. no gi signs. 최근에 배변시 변이 묽어졌음. 언니쪽으로 전화연결 pe no murmur. month time 에 docp 주사 탈수 없음. bptime hg crp lactate wbc hct plts teg hyperthrombocytic reaction usg money . 다른 이상이 없음. alb tp amylase na cl tx 수액처치 후 오후에 ohe month 간 경과 지켜보기로 함. ,2246,2, 자궁 축농증 , 생식기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),313,5
Shih Tzu(시추),MN,2170,C_잠실ON,cc hpi 식욕은 양호. 입에서 출혈이 보임. 이불에 몇 군데 출혈이 있었던 흔적이 있었음 입냄새가 며칠 전부터 나기 시작함 전에는 사료를 상당히 많은 양을 씹었으나 요새는 한알한알 먹이시고 계심. 방광결석에 의해 혈뇨를 잘 봄. 밥하고 시저를 섞어서 먹임. 그 이후로 밥을 잘 안먹기 시작함. 최근에는 혈뇨를 보지 않음. 흑변을 봄. 수개월 전 집을 나갔다 들어온 적 있음. 당시 턱 근처 피부 귀 상태가 안 좋음 history med vac no booster hwp trauma surg none env indoor 마리 food 피부사료 껌이나 간식은 전혀 먹지 않음 ,,15, 치주 질환 / 치주염 (젖니 유전자 좌로 유래하는 것 포함),치아 및 구강 질환 ,출혈,출혈,323,7
Maltese(말티즈),MN              ,2001,E_24시아이, 기침이 심합니다. 엘림병원에서 큰 병원 검진 권고 기침한지는 오래 되었음. 식욕 있음 활기 산책을 예전에 비하면 기피함 초음파 건삭파열 h.w test는 보호자와 합의하여 제외시킴. 똘이에게 맞는 약 용량을 정하는데 기간이 필요함 설명. month 후 보호자만 내원하면 증상에 대해 듣고 다시 처방 하기로. 내원 간격을 month time time .등등으로 점차 늘려 간다고 설명. 정기검진은 대략 month 주기로 하기로 함. 비용 항목은 고지하지 않았음 심장질환은 완치가 아닌 관리.임 고지. month 후 재진. ,-,"5,28", 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,"기침,기력저하",기침,292,8
American Shorthair Cat(아메리칸 숏 헤어 고양이),FS,2071,B_W,병원을 다녀온 후에 기운이 없음 중간에 간식은 먹었었음 time 에 저녁을 비슷하게 먹고 time 에 거의 전부를 다 토해내었음 번 정도 구토함 호흡이 빠름 체온 도 예민해져있음 ray ab 특이사항 없음 혈액검사상 month 때 입양함 치은염이 심했었음 중성화하면서 스케일링을 진행했었음 하루 입원하여 체온. 구토. 상태모니터링 내일 오후에 보호자께서 내원할 예정 구토가 꼐속되고 체온이 계속 높을 시 보호자에게 연락하고 검사진행해주세요 특이사항 없으면 오후에 퇴원하고 집에서 지켜보게 해주세요 약을 잘 못먹이산다고 합니다. ,,1, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),295,0
Dachshunds(닥스훈트 ),FS              ,2092,G_부천이지,배뇨시 상태는 양호한데 마지막 배뇨에서 혈액이 묻어 나옴 검사 혈액 검사 방사선 검사 초음파 검사 방광내 결석 방광 요도 입구부위 mass 뇨 검사 뇨 세포 검사 상담 요도 입구 부위 mass는 염증 또는 종양 의심 세포 검사 의뢰 일반적인 염증 치료후 상태 평가 중요 염증일경우 방광 결석 수술 권유 month 후 초음파 검사 예정 내복약 처방 ,2098,8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,194,2
Miniature Pinscher(미니어쳐 핀셔),F               ,2087,G_부천이지, 오전관리사항 food 식사종류 양 금식 식욕상태 급식방법 urine feces 장외배뇨 혈변 etc tx ampicillin time kg iv cefotaxime time kg iv famotidine time kg iv tramadol time kg iv 고면역혈장 sodium bicarbonate iv calcium gluconate time kg iv 흉 복부방사선 결과 thorax 복배상에서 우측 전엽과 중엽 중엽과 후엽 사이 좌측 전엽과 후엽 사이에 얇은 fissure line이 관찰되며 이는 노령성 변화에 의한 흉막의 두꺼워짐 또는 매우 경미한 흉수 가능성 있음. 폐엽 전반적으로 bronchial pattern이 관찰되나 임상 증상과 관련이 없으므로 노령성 변화로 볼 수 있음. abdomen 복배상에서 십이지장내 공기 음영이 경계가 불명확한 둥근 연부조직 종괴 음영에 의해 눌려보임. 이는 위치적으로 담낭 확장의 가능성이 높으나 초음파를 통한 정확한 평가 필요. 복배상 및 외측상에서 양측 신장의 음영이 명확하지 않아 양측 모두 크기가 작을 가능성이 높음. 요추 번째 intervertebral disc space가 좁아졌으며 end plate의 경화와 함께 등쪽 및 배쪽의 spondylosis 관찰. 증상과 관련 없는 ivdd의 가능성 있음. 복부초음파 결과 담낭내 중등도의 sludge과 관찰되며 담낭 크기는 크게 느껴짐. 췌장은 불균질한 저에코성 실질을 가지며 내부와 변연부에 doppler 검사에서 혈류가 아닌 저에코성 병변부들을 다수 포함하고 있으므로 necrotic pancreatitis가 의심됨. 상복부의 복강내 지방 에코가 전반적으로 많이 상승되어 복막염. 십이지장 및 우측 상복부 주변 소장 일부 분절의 corrugation sign이 나타남. 양측 신장의 피질 에코가 상승되었으며 피질 수질 경계가 불명확하고 정상 구조 형태가 무너짐. 환자의 상태로 인해 정확한 크기 측정은 진행하지 못하였음. 이후에 위 벽층 및 췌장 실질 변화에 대한 초음파 재평가 추천 오후관리사항 food 식사종류 양 금식 식욕상태 급식방법 urine feces 장외배뇨 etc 수화 이후에도 산증개선없어 time 부터 산증교정 시작 sodium bicarbonate iv 저체온 상태 지속되다 서서히 체온 상승하고 있는 상태 기력이 없는 상태로 누워있거나 간헐적인 panting 증상 보임 femoral pulse 양호 혈액검사 상 빈혈 확인됨 소화기 출혈 및 신장문제로 인한 영향가능성 언급 지속적인 하락 시 수혈 등의 적극적인 처치가 필요할 수 있음 오늘부터 plasma 오전 오후 회에 걸쳐 처치하기로 함 tx ampicillin time kg iv cefotaxime time kg iv famotidine time kg iv tramadol time kg iv 고면역혈장 time kg iv cerenia time kg sc ,"2082, 2091 ","1,2,21", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),식욕부진, 식욕저하",구토(급성/만성),1430,1
,MN,2087,D_VIP,s 건강검진 최근에 하루에 한번씩 구토증상이 있었음 식욕은 양호한편임 어제 그제는 구토없었음 건강검진 혈액검사 cre 영상검사 복부초음파 full scan by hyuna findings 양측 신장 피질 에코의 상승 크기 모양 양호 imaging dx ddx interstitial or glomerular nephritis 눈물량 부족 안구건조증 스트레스성 우측 치아의 forl 의심 치아를 정확히 보려면 마취가 필요함 집에서 양치질 하시면서 구강상태 평가해보고 만약 치아가이상해보이면 치과치료 받으러 오시라고 안내드림 동거묘 하나는 month 후 time 예약 ,,, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,,,316,1
