품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Westphalian Dachsbracke(웨스트팔라안 닥스브라케),MN,2259,B_W,ajona라고 하는 독일제 치약을 먹고 한시간 전에 먹고 내원함 치약을 물어서 먹은 것으로 보이고 보임 먹은 양은 알 수 없음 이빨로 물어서 뜯었었음 내원 당시 혈당 평상시 밥을 잘먹지 않음 간식만 먹음 밤에만 어쩔 수 없이 먹음 ajona 독일제 치약을 먹고 내원 자일리톨 성분 없음 유해성분으로 확인되는 것은 없음 항산화제 수액처치하면서 하루 지켜볼 예정 내일 간질환 전해질 체크 ,,, 다른 중독 질환 ,전신성의 질환,,,215,10
Pomeranian(포메라이안),F,2185,B_W,rt hindlimb pain bi mpliii 오늘 통증이 있는지 집에서 나오지 않음 현재는 촉진시에 통증을 많이 느낌 금일 bi mpl수술을 진행함 tx s pain control ketamine time kg lidocaine time kg maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg bid taurine time head sid methocarbamole time kg tid vita b.c 각 ample head ,2158,, 슬개골 (아) 탈구 ,근육 골격 질환 ,,,318,22
Poodles(푸들),FS,2245,C_잠실ON,cc 구토. hpi 수일 전 부터 복부팽만 구토 증상을 보임. 강동구의 가람동물병원에 다니고 계심 history med 호르몬약 최근에 소화기 약 복용 vac all booster hwp done trauma surg 무릎수술 중성화수술 닭뼈제거 수술 env indoor alone month 회 산책 food d 오이 month 전 쿠싱증후군 진단을 받고 약을 복용 중 간수치가 이상 상승. month 전 호르몬 수치는 잘 유지되고 간수치가 까지 하락 month 전부터 retching. month 전부터는 하루에 회 구토를 보임. 방사선 검사상에서는 특이적인 소견 없음. 우측 번 유선 종양이 최근 급격히 커짐 최근 한달간 year 넘게 그대로 있었음 평소 구토는 없음. 음식 알러지가 있음. 귀병은 크게 고생한 적은 없음. exercise intolerance . 신체검사상 systolic murmur . 혈액검사상 alp의 경도의 상승. . 영상진단 검사상 간비대 심비대 양측 부신의 크기 증가 췌장의 부종성 변화 간에코의 증가등의 소견 확인 . acth 검사상 쿠싱 조절 안되는 것으로 판단 . 환자의 최근 소화기 증상은 부신 피질 호르몬의 증가로 인한 만성 췌장염 증상의 악화로 판단됨. 증상이 경미하여 항구토제 및 췌장염에 준하여 처방하며 증상 악화시 입원치료 권유 식이 변화 꾀했으나 d 급여중인 환자로 low fat 급여시 피부 병증 발생할 가능성 있어 d 갈아서 급여하는 쪽으로 설명 . 심장병 확인되었으며 수축능력 감소하는 것으로 판단. 추후 보호자 확인 결과 따님은 기침이 있다고 설명하여 약물 처방 증상 악화시 이뇨제등의 처방 필요할 수 있음을 안내 ce 쿠싱이 급격히 진행하는 편인 듯. 이 경우 신장 심장 췌장등의 합병증이 급격히 발생하는 경우 있어 적극적인 모니터링이 필요할 것으로 판단됨 당분간 본원에서 모니터링 하되 안정될 경우 가람동물병원에서 처방받을 것을 추천 month 전 호르몬 질환 진단 후 약 복용중 간수치 높다고 들으심 최근 갑자기 유선종양 배쪽에 있던 지방종으로 추정되는 것이 매우 커졌음 month 일 전부터 심한 구토 증상있음 알러지때문에 스테로이드 오래 복용하였음 구토후 복부방사선 촬영했고 가스가 차있는것 외엔 이상 소견 없다고 들으심 금일 다니던 병원에서 구토 지속되면 초음파 내시경 실시하자고 안내들었는데 조금 더 큰병원에서 검사 받고 싶으시다고 전화문의 주심 한원장님 진료 원하심 금일 time time 예약 cpli abnormal. ,"2082, 2087",1, 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,구토(급성/만성),구토(급성/만성),1230,11
Poodles(푸들),FS,2193,C_잠실ON,밤 time 경 소파에서 떨어지며 통증 호소 보호자분이 잠깐 자리를 비운 사이 right radius ulnar fracture 확인. 익일 수술 예정 ,,4, 골절 (앞발) ,근육 골격 질환 ,통증,통증,85,5
Shih Tzu(시추),FS,2245,C_잠실ON, time lddst time 중성화 자궁축농증 아님 스켈링 치과방사선포함 실시하기로 함 고콜레스테롤혈증 고중성지방혈증 환자가 고지방 식이를 하지 않음 alp 상승 부신비대 고혈압 이후 더 낮은 혈압이 관찰됨 부신피질기능항진증 가능성 있음 난소낭종 중성화수술 실시하기로 함 ,,10, 부 신피질 기능 항진증 · 커싱 증후군,내분비 질환 ,다뇨/다발(다음),다뇨/다발(다음),153,11
Maltese(말티즈),MN              ,2073,F_센트럴, history month 에 번씩 배변 양이 많고 굵은 상태 소리를 지르는 등 배변 시에 통증호소 힘을 주면 배뇨도 같이 나오는 경우도 있고 배변 시간이 오래 걸리는 편 변은 단단하고 일부 토끼 똥 같은 형태이나 대체로 정상 형태 더러 안으면 놀라는 증상 검사 시 하복부 촉지하려면 지레 소리지르는 등 민감한 증상 보임 사료만 급여하시고 음수량도 적어보이지는 않음 마리 키우고 계심 objective conspitation with hard feces hyperkalemia hyperphosphatemia hypercalcemia 직장검사 시 특이점은 없음 ce 변비 고칼슘혈증을 비롯한 전해질 불균형 스트레스에 민감하고 마른 체형 등 감안하여 하단의 호르몬 검사 권장 통증과 관련 mri 촬영 병행 권장 treatment 비용부담으로 하단의 기본 검진 후 관리하면서 month 정도 경과보기로 함 하단의 투약 lactulose는 상태에 따라 가감 및 제외 식이 d 습식사료 plan month 뒤 치료경과 확인 month 뒤에도 호전되지 않는 경우 원발원인 확인 위해 고지된 검사 권장 ,,4203, 상기에 해당하지 않는 소화기 질환 , 소화기 질환 ,변비,변비,555,16
Pekingese(페키니즈),F               ,2022,D_VIP, money 수납 승희 강북동물병원에서 내원하심. 작년에 자궁에 문제가 보인적 있어 오늘 의뢰병원 내원시 어제 오후부터 호흡이 힘들어지고 어제 하루종일 식욕 전혀 없고. 어제 오후까지는 사람 음식에 반응은 있었음. 예방 사상충예방 안하심. rr min crackle 있음 murmur 확인 힘듬. 흉방 응급 양측 후엽 폐침윤 락테 crp 혈검 다른 혈검상 특이사항 없음. 심장사상충 검사 결과 사상충 키트 검사 혈액 도말 현미경검사 filalia 폐렴 o supply 적극적 항생제처치 수액처치 네뷸 month 회 nac 보호자상담 치료기간은 치료반응 좋을시 month 치료 반응 좋지 않으면 수일내 사망가능성. month 동안 고비 month 치료비용은 money 선. 현금수납시 할인해드리기로함. 입원 모니터링 time 경 furosemide time kg time 처치 폐수종준한 응급처치 time time cefotaxime time처치 폐렴으로 치료방향 전환 ,,14, 폐렴 , 호흡기 질환 ,호흡곤란,호흡곤란,486,29
Maltese(말티즈),F               ,2081,F_센트럴,cc 오전에 구토 회 배변 실수 이후에 갑작스런 경련. 예방접종 어릴때 차접종까지. 심장사상충. 미실시 산책 month 이상 전에 생리. pss 의심되어 암모니아 내성 테스트 내일 실시. ,,"1,33,67", 간 효소 상승 (원인 미정) , 간 · 담도계 및 췌장 질환,"구토(급성/만성),떠는 증상, 경련 또는 미진,간수치상승",구토(급성/만성),105,1
Poodles(푸들),F               ,2257,D_VIP,cc 사람감기약 섭취. 전화상담 내용 파워콜에스 연질 캡슐을 아이들이 뜯어 먹음. 성분 dl 메틸에페드린염산염 time 구아이페네신 time 아세트아미노펜time 카페인무수물 time 클로르페니라민말레산염 time 누가 어느정도 먹은 지도 정확하지 않음. 지금 특이사항은 보이지 않는다고 하심. 언제 먹었는지는 알 수 없음. 구토 흔적없었음. 알은 조금씩 터져있고 한알은 아예 터져있었음. 침대에 가루가뿌려져있었음. 활력 양호. 청진 양호. 체온 양호. a nrf 아세트아미토펜 중독 가능성 약함 개 time kg 독성용량이나 캡슐에time g가 함유되어 있어서 한캡슐이라도 먹었으면 위험할 수 있음. 아세트아미노펜 중독 증상 개는 주로 간독성을 나타내며 침울 수시간 내 구토 복통 어두운색 뇨 month 내 사망가능성 안내드림. 먹은지 오래되지 않았으면 혈액검사상 특이사항 보이지 않을 수 있음. 컨디션 양호하여 혈액검사 결과 정상수치라 집에 돌아가셔서 아이들 상태 모니터링 하기로 하였으나 걱정되셔서 다시 입원시키심. 수액 처치 s vit vit 타우린 카토살 ornipural 유지배. 식욕 활력 구토 배변상태 모니터링 예정. 중독 증상 발현시 acetylcystein 투여 예정. 특이사항 없으면 익일 오후 퇴원예정임. ,,25, 인체 약물에 의한 중독 ,전신성의 질환,이물,이물,631,25
Pug(퍼그),MN              ,2039,D_VIP,cc 호흡곤란 month 전부터 식욕부진 켁켁거림 간식 조금씩 먹음 눈곱이 최근에 많이 낌 내원 직전부터 호흡곤란 청색증 환경변화 이물가능성 예방접종 호흡곤란 청색증 객혈 동반 no murmur no crackle hr bp 측정 안됨 cbc thrombocytopenia smear plt 개 응고계 aptt 지연 chem mild hypok crp high ct검사 by hyuan findings 우측 전엽과 중엽의 폐염전 소견 기관지가 관찰되지 않으며 폐실질 내부의 vasicular emphysema가 관찰됨 우측 후엽 및 좌측폐엽의 전반적인 침윤이 관찰됨 panting 하는 상태로 촬영되었기 때문에 실제 침윤보다 심하게 보일 수 있음 imaging dx ddx lung lobe torsion rt cranial and middle lobe lung infiltration pulmonary hemorrhage pulmonary edema pneumonia 보호자 상담 폐염전에 폐출혈까지 동반되어 있어 매우 위험한 상태 수술적 교정이 유일한 방법이나 마취도 매우 위험하여 치료 가능성이 크지 않음 상의 결과 최선을 다해보기로.수술 해보기로 결정 마취 도입 중 사망 보호자께 인계하고 장례는 직접 해주시기로 하고 데려가셨습니다. ,"폐염전, 폐출혈",14, 상기에 해당하지 않는 호흡기 질환 , 호흡기 질환 ,호흡곤란,호흡곤란,639,18
Turkishangora(터키쉬 앙고라),MN              ,2085,G_부천이지, c.c 식욕결핍 hpi 이틀 이상 식욕결핍 처음에는 눈이 이상해서 안검 올라옴 큐피트 내원해서 점안액 처방 받음 눈 이상한 이후 식욕도 없어짐 구토 없고 식욕결핍 외에 다른 증상 없음 화장실 많이 들락날락 함 딱 하루만. 배변 배뇨의 상태에 대해서는 동거묘가 있어 정확하게 모르심 큐피트에서 방사선 검사하심. 변비는 아니라고 들었음 year 전 발작 booster o. bcs skin turgo delay mental 약간 dull 한듯 보임 보호자도 느끼셨으나 밥 안 먹고 기운이 없어서 그런거 아닌가 라고 생각하셨다고 함 방사선 nrf 초음파 방광내 고에코의 sediment 다량 우측 상복부 소장내 focal dilation 변 에코로 보이는 물질 ddx cystitis 혈액검사 bun chol 감소되어 있음 뇨검사 leukocyte 단백뇨 a. 간 질환 의심되어 선천적 혈관질환 간기능 평가 위해 bile acid 추가 검사 진행하였으나 정상적으로 나옴 정상이라해서 간 질환 배재할 수는 없음 설명드림 두개내 질환 가능성도 생각해야할 수 있음 금일은 탈수 교정 등 수액처치 진행함 p. 익일 퇴원 진행하며 비만한 환자로 지방간 진행 가능성 있으므로 강제급여해주시도록 말씀드림 kcal day rx. mirtazapine sid days ,2091,21, 상기에 해당하지 않는 간 / 담도계 질환 , 간 · 담도계 및 췌장 질환,"식욕부진, 식욕저하","식욕부진, 식욕저하",643,14
K.C(Korean Cat),MN              ,2273,F_센트럴, history 가게에서 키우는 아이 외출묘 산책 다녀온 이후로 출혈 심하고 혈액성 구토 접종 미완 objective severely depression hypotension time hg systolic microcardia hypovolemic shoke에 준하여 처치 폐출혈 위장관 및 방광 손상의 가능성 고지 밤 사이 응급 증상 유발의 가능성 수준의 사망 가능성 고지 익일 안정 시에 골절 부위 등 추가적으로 확인 양호 시 환부에 대한 수술적 교정 고려 ,2283,"15,101,74", 외상 (타박상 / 찰과상 / 타박상) ,전신성의 질환,"출혈,혈토,쇼크, 저혈당쇼크",출혈,258,24
K.C(Korean Cat),FS,2178,D_VIP,s 구토 구내염 다른병원에서 구내염으로 인해 거의 전발치 진행함 최근 건사료는 잘 안먹음 캔사료만 먹음 day 과 day 에는 구토증상 있었음 혈액검사 globulin 상승 구내염 영향 고혈당 fpl 음성 정상 복부초음파 full scan by hyuna findings 양측 신장 피질 에코 미약하게 상승됨 췌장 양호 imaging dx ddx interstitial or glomerular nephritis 구토를 유발할만한 큰 질환은 보이지않음 일시적인 위장관의 이상 운동성의 문제일수도 있음 구내염과 위장촉진을 위한 내복약 처방해보고 반응보기로 함 ,고혈당,1, 구내염 / 설염 ,치아 및 구강 질환 ,구토(급성/만성),구토(급성/만성),312,6
Maltese(말티즈),F,2090,C_잠실ON,cc 구토 설사 day 산책 후 앞다리 파행 보임 근처 병원에서 nsaid 처방 받아 먹이심 이후 심각한 기력저하 식욕저하 빈호흡 설사 등증상 보임 내원전 차례 구토 신체검사상 전신 반응 감소 하였으며 동공반사 없음 심각한 복부 통증 호소 경도의 저체온 혈액검사상 grade 단계의 신부전 수치 보임 중등도의 빈혈 경도의 염증 수치 췌장염 검사상 강한 양성 반응 청진상 murmur grade 방사선 검사상 심장의 리모델링이 심하지 않음. 폐수종 소견 없음. 경도의 tc 소견 보임 예후는 확실하지 않음 처치 반응에 따라 예후 결정될 듯 치료 반응 좋지 않을 경우 month 내 사망 가능. 예후 좋을 경우 일주일 가량 입원 처치 필요 할 것으로 보임 초음파 검사는 컨디션 회복 여부에 따라 실시 할 예정 ,2082,"1,2", 급성 신부전 , 비뇨기과 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),395,7
K.C(Korean Cat),FS,2236,C_잠실ON,퇴실 전 재검시 범백키트 미약하게 양성 cc 구토 식욕부진 기력저하 페퍼 구조 당시 kg time 휴게소에서 구조 후 바로 신풍동물병원에서 기본적인 범백kit 및 종합백신 차까지 접종하심. 카페로 온 것은 month time 경 카페로 옴 페퍼는 오늘 저녁 time 경 먹은 음식물을 다량 구토한 이후 활력이 갑자기 저하되어 내원하심 . 범백 kit 검사상 양성 . cbc상 백혈구 수치 으로 매우 낮은상태 . 방사선 상 위유문부와 십이지장 연결부위에서 이물로 의심되는 물질 관찰됨 plan. 카페 내 소독 당부드림 아이들 구조자가 주변 병원으로 아이들 옮기실 예정. time 오후쯤 데리고 가실 예정입니다. 로니는 아직 임상증상 나타나지 않았고 다른병원 옮길 예정이므로 혈장치료 원치않으싶니다. prap와 cbc 등 기본적인 검사 요구하심 별도의 연락 없을 시 오후 time 쯤 범백 kit 검사 다시 한번 해달라고 하십니다. 로니의 경우 이미 번 kit검사 진행되었고 페퍼의 경우는 각종 임상증상과 cbc 수치 등도 범백이 강력히 의심되는 상황이라 kit검사 크게 의미없다고 말씀드렸으나 원래 구조자 분께서 요청하신 사항이라 그냥 진행해달라고 하셨습니다. 방사선 상 이물로 의심되는 물질이 관찰됩니다. 아이 구토 등 소화기 증상 지속되는지 모니터링 하고 향후 다시 방사선 촬영하여 ,,1, 고양이 범 백혈구 감소증 · FPV ,혈액 및 조혈기의 질환 ,구토(급성/만성),구토(급성/만성),663,3
Maltese(말티즈),MN              ,2002,H,초진 문진 cc 일주일 전부터 호흡이 빠름. hx 일주일 전부터 다른 아이들이 숨 번 쉬는 동안 번 정도 숨쉼. 가려워서 스트레스 받나 했고 오늘 산책을 할려니 전혀 안움직였다고 함. 아이를 안아드니 축 늘어져서 바로 데려오심. 아침 식이는 잘 먹음. phx 원내에서 호흡이 빠름. environment indoor pe mentation bar bw 감소함 kg bt hr bpm rr bpm bp mmhg cuff size mm pink mild dry crt skin turgor dehydration bcs cv pmi rt lt grade resp 회 분 abd gi nrf nerv nrf ms rx 폐엽 전반적으로 간질패턴 밀도증가 외측상에서 좌심 및 우심 모두 비대된 것으로 의심. blood works nrf echo 판막변성과 prolapse 심한편 la ao ratio mode lvidd time 정상 time 에 비해 크게 증가 키로 강아지의 심장크기 lvids time 정상 time 에 비하여 역시 크게 증가 매우 심한 수축기능 부전 doppler wave cm 매우 높은 수준 좌심방 압력 상승 반영 tr 확인하지 못하였음. dx mmvd pulmonary edema ddx pulmonary hemorrhage pulmonary thromboembolism pneumonia 심장에 의한 폐수종으로 보여짐. 이뇨제 처치 및 관리 tx furosemide time kg sc once iv once furosemide cri time kg pimobendan time kg bid po comments 사망 가능성 있음. 우선 폐수종 개선 후 관리에 대해 안내드릴 예정. ,,, 판막증 (심장 마비 증후 +) , 순환기 질환 ,,,840,28
K.C(Korean Cat),MN,2090,C_잠실ON,cc 배뇨곤란 처음 구토는 지역병원에서 진단 후 요 카테타 장착 보름 간격으로 카테터 장착을 실시함 time 째 카테터 장착과 제거를 반복하는 중 지난주 day 회차 카테터 제거 후 배뇨 잘 함 금일 정오쯤 구토가 확인되었으며 화장실에 앉아서 오랬동안 자세를 취함 오줌만 보면 되니 회차 카테터 장착 위해 내원 원래 다니는 병원이 월 화 휴무라 함 아이의 상태 확인을 위한 검사 후 카테터 장착이 필요하다고 판단이 되면 실시 할 수 있으나 아이의 정확한 상태를 알지 못한채 카테터 장착만 실시할 수는 없음 . 혈액검사 leukocytosis cre hypokalemia gas imbalance . 뇨검사 혼탁뇨 usg normal range lower margin 구균 간균 다량 확인됨 . 방사선 초음파 양측 신장의 에코 상승 irregular margin 방광 요도 유동성확인되는 개의 결석 골반강 caudal margin 포피 사이 결석 개 확인 신장의 상태 정확한 확인을 위해 upc sdma 뇨배양검사 지시됨 일반적으로 혈액검사상에서 신장의 수치 상승이 동반될시 신장의 이상 손상되었다고 판단이 되며 정확한 판단을 위해서는 추가검사가 지시됨 검사 중 소변 흘러나왔으며 초음파 검사시 방광의 확장이 수반되지 않음 현재 아이의 임상증상이 배뇨 곤란에 의한 증상이 아닌 감염 및 신부전 진행에 의한 증상일 수 있음 신장의 변화를 유발하는 원발원인 결석 제거와 감염 관리 항생제 처치 수액처치 가 시급하며 아이가 소변을 보고 있는 상황에서 카테터 장착이 지시되지 않으며 반복적인 카테터 장착 후 귀가 카테터 장착하고 뇨팩 연결하지 않을 상태로 귀가 가 감염의 직접적인 원인일 것으로 추정됩니다. 추가적인 카테터 장착은 아이의 요도에 iatrogenic 한 손상을 유발할 수 있으며 결석의 움직임에 의해 요도가 폐색될 경우 응급처치로 카테터 장착이 지시되나 현재 배뇨가 되고 있는 상황에서 마취를 수반해야하는 카테터 장착이 아이에게 필요하다고 판단되지 않음 현재 환자는 추가적인 신장 손상을 위해 결석제거 및 수액처치 감염 컨트롤이 지시됩니다. 수술비 안내 방광결석 month 입원 요도로 조성술 추가 time 입원 ,2087,8, 급성 신부전 , 비뇨기과 질환 ,혈뇨,혈뇨,1074,7
Pekingese(페키니즈),FS              ,2022,H,소변 침사 도말 nrf by 안 체온 호전 호흡 회 노력성호흡 활력 감소 식이 저녁 d 캔 먹음 식이량 감소 흉부방사선 검사 양측 후엽 폐야 밀도 증가 복부초음파 검사 우측 부신 종대 time 심초음파 tr pg time hg moderate 폐고혈압 확인 cpli 키트 iv 장착시 기침 증상있음 반려견 호흡기 pcr 검사 의뢰 차트작성 by 형 ,,, 폐렴 , 호흡기 질환 ,,,195,29
