품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Shih Tzu(시추),MN,2078,D_VIP, refer.다온 의뢰병원관련 진료전 전화완료 진료후 전화완료 초진일 전화 안됨 원장님 요청사항 급성 간수치 상승 및 황달 보여 담낭파열 가능성 평가 요청하심. 주호소 급격한 체중감소 기력저하 식욕부진 황달. 기립불가. 현증경과 month 이상 지속된 식욕부진과 급격한 기력저하로 병원 내원함. 원래 kg 나가던 아이. 아에 month 간 아무 것도 먹지 않았고 보호자 분이 부분적으로 강급했음. 심한 탈수 보인다고 들었음. 일주일 간 입원처치 진행했고 퇴원 하려던 중 담낭파열 의심되어 본원에 의뢰됨. 친정어머님이 키우시는 아이로 전후 사정 정확히 모르시나 이전까지 보행이나 다른 행동이상 등은 보이지 않음. 그 전 검진 병력 없으며 눈이 안 보여서 안과검진만 받은 적 있음. 시력 회복 힘들단 얘기만 들었음. toxicosis 가능성 없음. 뭐 먹었을 가능성 없음. pupd 있었음. 다온 ah에서의 경과 내원 당시 severe hypovolemic shock 상태. 공격적인 수액처치 진행 후 익일 폐수종 발생의심되었고 심장초음파 상 경미한 mr 확인됨. 이후 lddst 진행했고 쿠싱 진단하여 trilostane 복용 시작함. 점점 회복하여 퇴원 예정 중 금일 급격한 간수치 상승 및 황달 새로이 확인되어 담낭파열 감별위해 본원 refer 실시함. cefotaxime time kg bid tramadol time kg bid metronidazole time kg bid enrofloxacin time kg sid dalteparin iu kg bid pimobendan time kg bid trilostane time kg bid famotidine metoclopramide doxycycline 처방함. 신체검사 mental depressed bp bcs mmc yellow crt 혈액검사 cbc wbc hct plt crp c tbil alb nh electrolytes na cl dimer cpl 영상검사 복부초음파 finding ddx gb mucocele cholecystitis vacuolohepatopathy cholangiohepatitis chronic hepatitis ckd with bilateral renal calculi hyperadrenocorticism lt adg rt adg time peritonitis mild cystitis ub calculi chronic pancreatitis ascites echogenic comment 현재 복강내 가스로 모든 장분절과 깊은 곳의 gb wall 의 이상은 확인되지 않은 상태임. gb 파열의 근거가 명확치 않음. cholecystitis 소견이 확인되어 chronic inflammation 에 의해 gb wall necrosis 가능성은 배제할 수 없음. 만성 췌장염 소견이 확인되나 부종이 뚜렷하지 않아 현 복막염의 원인은 gb necrosis 에 의한 bile leakage와 초음파상 확인되지 않은 gi 문제등을 배제할 수 없음. gb wall rupture 진단의 골드스탠다드로 초음파 조영이 추천됨. ct 는 초음파상 보이지 않았던 gi 문제나 담관 확장을 확인하는데 도움이 될 수 있음. radiologist 윤학영 dvm phd dx ddx gb mucocele gb rupture obstruction susp. cholecystitis cholangiohepatitis peritonitis hyperadrenocortisism intracranial diseases neurologic sign head turn nystagmus 현재 담낭파열이 우선적으로 고려되나 명확한 증거들은 확인되지 않음. 오늘은 우선 안정화하고 내일 수치 변화 더 보일 시 다시 고려 예정. 현재로썬 마취 위험성 매우 큼. 수술 진행 시 마취 위험성 안고 진행해야함. rx 식이 royalcanin low fat liquid rer 내복약 pimobendan time kg bid po trilostane time kg bid po silymarin time kg bid po acetylcysteine time kg bid po same time kg sid po vit 그랑페롤 iu sid po tx 수액처치 s kcl time geq taurine ornipural vit vit hepamerz time hr fold nebulization ns acetylcystein 주사제 cefotaxime time kg iv tid metronidazole time kg iv bid marbofloxacin time kg im sid famotidine time kg iv bid ffp time kg cri 입원. 익일 tbil alt ast alp ggt 및 복초 진행. 필요 시 수술 고려될 수 있음. ,"Hpatitis, Hypothyroidism, Gall bladder mucocele, Hyperadrenocorticism","27,28,21,18,29", 담관염 / 담관 간염 , 간 · 담도계 및 췌장 질환,"체중 변화, 체중 증가, 체중 감소 ,기력저하,식욕부진, 식욕저하,황달,부전마비, 완전마비","체중 변화, 체중 증가, 체중 감소 ",2358,10
Chihuahua(치와와),FS              ,2119,H,c.c 재경련 재경련으로 내원 병원 다녀간 이후로 번 경련하였고 경련 양상은 전대성 강직성 발작 경련 지속시간은 짧아짐. 경련 중간에 ataxia 증상 유연 거픔 흘림. ,,, 간질 , 신경 질환 ,,,95,1
Miniature Pinscher(미니어쳐 핀셔),MN              ,2179,H,발톱 정리 같이 치은종 피부종괴 제거 실시. 부토판 앰플 미다졸람 time 프로포폴 time url money 수납바람 우측 하악 pm 사이 치은종 절개 제거 후 레이져 소락 우측 상악 pm 치은종 블레이드 절개 제거 후 봉합 우측 번째 유선 주위 피부 낭종 fna 검사 활액 확인 수술적 절제함 치은종 조직검사 의뢰함 건강검진상 특이소견 없으며 간 에코 증가 비장 time 정도 양성결절 의심되며 month 간격 주기적인 검사 받으시도록 안내함 소독 month 간 받으시고 month 뒤 발사로 내원하시도록 안내함 ,,, 구강 내 종양 ,치아 및 구강 질환 ,,,289,6
Mixed(혼합),M               ,2140,D_VIP, money 선납하셨습니다 세익 교상 산책 중 교상. 큰 허스키와 만난 후 time 산책 후 접종 심장 사상충 예방 완료. 구토 설사 없음. 어제 저녁에 밥 먹음. 평소 치료 받던 질병 없음. 우안 결막 부종 및 출혈. 전안방 출혈. 우측 시력 소실. 마취전 검사상 특이사항 없음. p 아이가 통증을 느껴서 마취 후 안구 상태 확인하기로 함. 결막은 심하게 붓고 손상입었지만 각막부분은 상처 보이지 않음. 안구 부종 가라앉히고 눈 안정화 후 눈 상태 다시 체크할 예정. 의뢰 병원 통화 외과적인 치료보다 입원하에 내과적인 치료로 이어간다고 설명 드림. ,결막부종,34, 포도막염 (홍채 염 / 전 눈 술 출혈 포함) , 눈 및 부속 기관의 질환,교상,교상,309,36
Maltese(말티즈),FS              ,2061,D_VIP, 항문 주위 염증 염증이 우측 후지까지 퍼짐 우측 후지 전반적인 부종. 사료는 잘 안먹으나 간식만 먹음. 구토 설사 없음. 심장사상충 작년 여름까지는 진행. 미접종. 우측 후지 부종. 전신 발적 심해짐 no murmur 체온 방사선상 치조골 녹아있음. 흉부 방사선상 특이사항 없음. cbc wbc 상승 pcv 감소 crp 증가 chemistry bun 상승 alb 감소 ggt alp 상승. p 외과적인 치료가 필요한 상황. ct 촬영 후 수술 계획 잡은 후 수술 진행. 익일 오후 time 헬릭스 ct 촬영 ct 촬영 후 상담후 아이 치료 여부 결정 ct 촬영 후 전화 드리기로함. 수술 방법 및 비용은 ct 결과 나온 후 정해진다고 설명드림. tx enro time kg sid cefo time kg tid cime time kg bid tra time kg bid metro time kg bid money 수납 하심. ,,221, 항문 낭 (동맥) 염 / 항문 낭 (동맥) 파열 , 소화기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",463,37
Maltese(말티즈),FS              ,2119,F_센트럴,cc 헥헥거림 떪 안절부절못함 가끔 증상을 보임 month 지나면 스스로 좋아짐 가끔 멍하게 있는 때도 있슴.서성거리며 배회하기도 함. 오늘은 유난히 헐떡임 증상을 보일때는 식욕부진 동반 흉부방사선.양호 혈검.대체로 양호 p 간질 가능성 설명드리고 주간에 내원하여 진찰받을 것 권유드림. 진정제 처방.칼미벳 아세프로마진 ,,"35,21", 간질 , 신경 질환 ,"개구호흡,식욕부진, 식욕저하",개구호흡,179,1
K.C(Korean Cat),MN,2017,D_VIP,식욕양호 활력양호 전반적인 컨디션은 나쁘지않음 최근 구토가 몇번 있었고 기침을 많이 한다고 함 코막힘이 있는지 숨소리가 거칠기는 합니다. 방사선상 흉부는 이상없음 혈액검사에서도 신부전은 확인되지않음 비염에 준한 약치료가 필요하지만 일단 보호자분이 증상이 더심해지면 진행하시겠다고 하심 ,,"1,5,0", 비염 / 축농증 / 상부기도 염 , 호흡기 질환 ,"구토(급성/만성),기침,기타 증상",구토(급성/만성),159,19
Shih Tzu(시추),F,2240,B_W,좌측 목 아래 부분에서 mass가 촉진됨. 침샘과 림프절 구분이 모호함. b.a.r. 기본 혈액검사 fna cytology left mandibular ln. lymphoma 재발 tx cerenia timesc cefa timeiv cime timeiv dexa timeiv vincristine time m kg kg kg time time saline 유지속도 lymphoma recurrence. 우선 pds 경구제 처방하고 림프절 크기가 유지되면 동일하게 처방. 림프절의 크기가 변화 없으면 rescue protocol 고려할 것. asparaginase 추가 고려. month 후 재검. 림프절 크기 촉진하여 작아졌으면 동일하게 항암치료 진행하고 경구제도 지속적으로 처방. 크기가 커지면 asparaginase 추가하고 이후에 doxo 투여할 때 mitoxantrone으로 바꾸어 투여한다고 보호자에게 설명할 것. ,,, 다 중심 림프종 ,혈액 및 조혈기의 질환 ,,,462,8
Maltese(말티즈),MN,2093,B_W, month 에 종합검사 진행 당시 아무 이상 없다고 들으심 방광결석 있다는건 알고계심 오늘 갑자기 배뇨곤란 관찰되어 내원 방사선상 방광 및 요도결석 확인됨 요카테터 장착 후 내일 방광 요도결석 수술 진행하기로 마취전검사상 alt bun mild한 상승 rbc 등 적혈구계 수치 살짝 감소 요스틱 protein rbc 오전에 흉부방사선 추가로 진행해주세요 심부전 약 복용중 보호자분이 가져오신 ,"2088, 2092, 2045, 2002",901, 요도 폐색 , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",220,32
K.C(Korean Cat),FS,2140,B_W,한달전에 타병원에서 포도막염 진단을 받음 month 정도 포러스 넣어주고 증상이 좋아짐. month 만에 약끊고 한달만에 재발함 잠을 많이 자고 있음 식욕양호 변상태 양호함 iop os od felv fiv negative fip ab titer negative 복초 특이소견없음 흉방에서 심비대가 다소 의심됨 전신질환의 증거가 없어서 idiopathic uveitis로 진단함. 포러스 하루 회 넣어주시고 증상호전되면 회 회 순으로 감량하여 주실 것 anterior synechiae 예방위해 atropine sid 점적 추가함 침흘림가능성 고지함 ,,4, 포도막염 (홍채 염 / 전 눈 술 출혈 포함) , 눈 및 부속 기관의 질환,통증,통증,308,36
Maltese(말티즈),FS,2240,D_VIP, refer.나래ah 의뢰병원관련 진료전 전화완료 진료후 전화완료 안녕하세요 원장님. vip동물의료센터 내과 팀장 우승지 수의사입니다. 금일 의뢰해주신 환자 밍키는 세포검사 및 복부 초음파 검사 결과 stage 에 해당하는 림포마로 진단되었으며 비장 복강내 림프절로의 전이소견 또한 관찰된 상태입니다. 보호자분께 항암치료 안내드렸고 치료과정 중 아이의 분비물에 노출될시 보호자분께서 위험하실 수 있음을 안내드린 상태이나 항암치료는 진행하겠다고 하십니다. 익일 내원하여 차 항암 진행 예정입니다. 추가 문의사항은 연락부탁드립니다.감사합니다. 주호소 림프종 의심 현증경과 두달전에 목에 커진걸 발견 침샘 종대 의심 약먹고 살짝 줄어들었고 이주전에 크기가 더 커졌음 일주일전에 배쪽에 종괴 커짐 오늘 점액질 같은 설사 보임 식욕 활력 양호함 신체검사 mental alert hr rr bp bcs mmc pink crt 탈수평가 normal lymph node lt submandibular cm rt cm lt inguinalcm rt popliteal cm lt popliteal cm 전신적으로 탈모 국소적으로 가피 피부병변 확인 혈액검사 thrombocytosis alp 증가 도말상 특이소견은 관찰되지 않음 영상검사 복부초음파 finding ddx gb sludge ckd with multiple small cysts lymphoma other tumor splenitis systemic infection multiple hypoechoic foci in spleen multifocal renal fibrosis due to previous renal injry hyperechoic foci in bilateral kidney hyperadrenocorticism lt adg time rt adg time sublumbar lumbaraortic inguinal ln metastasis severe lymphadenopathy hepatic cystic lymphadenopathy radiologist 윤학영 dvm phd 세포검사 중대형 림프구들 다수 관찰 핵소체 분열 대소부동증 관찰. 악성도 높은 것으로 생각됨 lymphoma stage iv b cell typing 위해 parr 의뢰해놓은 상태 chop 프로토콜 진행 예정 보호자분은 임신중이심. 어렵게 임신하신거라 항암 치료 진행 중 체분비물 접촉시 매우 위험할 수 있음을 여러번 고지드렸으나 진행하시겠다고 함. 금일 하루동안 가족분들과 상의 후 익일 항암치료 여부 변경될 수 있음 차 항암 asparaginase vincristine ,,17, 다 중심 림프종 ,혈액 및 조혈기의 질환 ,림프절 병증,림프절 병증,1295,8
토이푸들,F               ,2032,G_부천이지,부평종합종합의뢰 호흡 거침. 폐에 물이 찬거 같다고 하심. 유선 종양 상담으로 내원 빈호흡 상태로 방사선 검사에서 폐수종 진단됨 refer pe heart murmur 혈압 측정 안됨 대퇴 동맥 촉지 방사선 기관 거상 외측상 lateral deviation of right cranial bronchus vd scallop sign mediastinum region cardiac silhoutte etc are not clearly visible 복수 의심 복막염 의심 간 비대 초음파 우심 좌심 역류 a ratio severely increased la pressure increased pulmonary acceleration speed septal flattening 수축 이완 능력 모두 소실 복부 담낭 벽 비대 복막 에코 증가 복수 소장 일부 분절 에코 소실. 폐색등에 의한 괴사 의심 소변 tp 상담 심부전에 의한 폐수종 흉수 복수 심부전에 의한 소장의 변성 의심 그외 mv tv regurgitation 보호자분이 집에서 상의후에 치료 결정 하신다고 함 빠른 치료를 요하는 환자로 사망 위험성 높음 설명 ,"2001, 2116, 2085",14, 흉수 (血胸/膿胸/ 유방 예쁜 가슴 포함한 원 원인 미정), 호흡기 질환 ,호흡곤란,호흡곤란,570,39
Mixed(혼합),FS,2007,D_VIP, refer. 의뢰병원관련 진료후 전화완료 cc 선천성심장질환 의심 hpi 설사로 의뢰병원 내원하여 진료 중 심잡음 확인 심장 관련 증상은 특별히 느끼지 못하심 phi med for this symptoms sur 과거 중성화 당시에도 심잡음 듣고 검진 권고 받음 tru vac all hw 사상충 검사 의뢰병원에서 진행중 diet rc 일반사료 과거 오션포뮬라 단백질 식이 버박 치과껌 급여 후 과민반응 유사증상 eh indoors alone 산책 거의 안함 systemic gen 식욕이나 활력은 좋음 skin 식이 알러지 의심 특정 식이 급여 후 귀가 안좋아졌었음 nervous eent res cv 흥분시 청색증 gi ur rep ms ns bar bcs 외견상 특별히 stunting 증상은 뚜렷치 않음 normal lymph node apical beat severely increased thrill vi vi continuous murmur in lt base 방사선검사 흉부 imaging dx ddx cardiomegaly cardiogenic pulmonary edema pneumonia tracheal collapse comment 중증의 심비대 관찰 vhs 폐야의 전반적인 중등도 침윤 심장초음파 시 la 압력 높게 관찰되므로 심원성 폐수종의 가능성 높으며 폐렴 감별 필요 thoracic inlet 위치의 기관 허탈 관찰됨 심장초음파 ddx patent ductus arteriosus comment 폐동맥 내topda 파형 관찰됨 shunt size 약 time 로 측정됨 전반적인 우심 좌심의 미약한 확장 mpa ao ratio 이완기능 저하 stage edvi ref. 수축기능 저하 양호 esvi ref. la 압력 증가 severe a fusion peak time pda 이외의 ps as vsd asd 등의 선천성 심질환은 관찰되지 않음 radiologist 이현아 dvm ms vip동물의료센터 영상의학과 과장 direct tel 내선 mail vip radiology vipah.co.kr 검사결과 pds to 진단됨 임상증상이 없음에도 불구하고 리모델링이나 좌심방압력 등은 중증도 이상으로 곧 chf로 진행가능한 상태임 일반적인 치료 옵션 상담드리고 수술적 교정 용의 있으셔서 진행키로 함 오후 차 재검 투약 후 변화 bnp 재평가 등 당일 오후 외과 수술 상담 잠정적으로 오후 pda 교정 수술 진행 예정 ,,75, 동맥관 개존증 · PDA , 순환기 질환 ,심잡음,심잡음,1205,11
Mixed(혼합),FS,2232,D_VIP, 재진 전혀 증상 없이 잘 지냈음 신체검사 신체 상태 매우 양호 피하출혈 없으며 mmc pink 혈액검사 hct plt enough clumping 도말상 rbc 대소부동 nrbc 출현 간수치 상승 alkp 정상상한치 alt ggt 임상증상 없이 유지 빈혈수치 및 혈소판 모두 개선되어 면역억제제 처치에 치료 반응 양호함 month 간격으로 스테로이드 씩 감량 예정이며 month 뒤에 안정적이라면 추가 감량 예정 rx 식이 기존 대로 유지 일반식도 가능 내복약 pds time kg bid mmf time kg bid leflunomide time kg sid omeprazol time kg sid famotidine time kg bid misoprostol time cg kg sid month 뒤 재검 증상 재발 여부 긴밀하게 모니터링 안정적이면 추가감량 cbc 도말 ,,"71,42", 혈소판 감소증 (면역 내정 간섭 성) IMTP,혈액 및 조혈기의 질환 ,"멍,혈변",멍,435,38
Yorkshire Terrier(요크셔 테리어),MN,2122,B_W,발작은 처음 month 전부터 식욕이 떨어졌었음 가끔씩 설사는 했었음 최근에 다음다뇨 증상이 있었음 소세지를 자주 주심 금일 남자보호자님이 외출할때 따라가려고 하는 것을 보셨는데 금방 돌아와보니 누운상태에서 경련발작을 하고 있었음 미끄러졌을 가능성 있음 내원당시 status epilepticus salivation bun crea crp dimer pcv ckd가 확인되나 seizure의 직접적 원인으로 보기는 어려움. peracute한 경과로 미루어 trauma vascular accident 가능성이 있음. head trauma에 준한 처치 실시 mri는 상의후 결정 tx mannitol kg cri mpss time kg bolus phenobarbital time kg loading time kg bid nac cimetidine tathione 익일까지 경과 관찰예정. dnr ,2087,16, 외상성 뇌 질환 , 신경 질환 ,발작,발작,445,31
Maltese(말티즈),MN,2278,C_잠실ON,cc depression 약 month 반 전 부터 신경증상 보였다고 함. 최근 month 좀 넘는 기간 동안 근처 병원에서 노령으로 인한 뇌신경병증으로 진단 받고 처방받음 pds처방받으신듯 . mri 검사는 원치 않으심. 약먹으면서 간이 안좋아 질 수 있다고 고지 받으심 최근 tapering 시작 하였으며 month 정도 약을 못먹이심 day 오후 부터 식욕이 없고 매우 기력이 떨어짐 month 전에는 발작 있었음 방사선 검사 결과 경도의 후두골 이형성 확인 됨. 뇌수두증 없음. 간 비대 및 주변 음영 상승 소견 혈액 검사상 cpk정상 전해질 불균형 간수치 상승 신경검사상 nrf 신경증상은 후두골 이형성 척수공동증 등의 가능성 있으나 이번 최근 이틀간의 증상은 신경과 무관해 보이며 간의 문제나 약을 중단하면서 생길 수 있는 부작용 전해질 불균형 등으로 인해 발생 했을수 있다고 설명드림. 하지만 신경증상을 유발 할 수 있는 구조적 문제가 있는 만큼 지속적으로 상태를 체크 해봐야 한다고 말씀드림 입원 조치 후 전해질 불균형 해소하면서 식욕 혈기 회복 시 퇴원하기로 함 비용은 혈액검사 방사선 검사 month 입원비 money 를 현금으로 money 에 해드리기로 함. 금일 저녁에 내원하셔서 결재 하기로 함 환자의 활력 양호함. 식욕은 확인되지 않음 보호자님과 상담하여 복강장기 이상 감별 필요. 초음파 검사. nrf 스크리닝 검사상 뚜렷한 이상이 없으나 진단되지 않은 신경계 질환에 의한 활력감소 가능성이 있음. 현재의 신경계 질환에 대한 처치가 가진단 및 대증처치에 불과하여 환자의 활력감소 원인을 확실히 정의할 수 없음. 환자의 상태 현재 양호하나 추후 급격히 악화될 가능성 잇음 보호자님 본원에서 처방받기를 원하시어 이뇨제 및 스테로이드 처방할 것을 추천함. money 에 초음파 만 money 약값 추가 있습니다. 아드님 money 내일 오전 오셔서 결제하고 나머지 금액 어머님이 할 예정 ,,28, 건강 상실 (식욕 부진 등 원인 미정) ,전신성의 질환,기력저하,기력저하,957,3
Maltese(말티즈),M               ,2077,G_부천이지,s. 지난번에 진료 이후 배뇨는 잘 하고 있음 내원 직전 약 time 정도 전신발작 원내 도착시에는 신경증상 보이지 않음 o. 혈압 혈액검사 간수치 전반적 상승 dimer 상승 nh 상승 hypoglycemia 복부초음파 recheck 간이 늑골궁 안에서 작게 스캔되며 문맥혈관 고에코성 혈관벽 이 정상보다 적어보임. 우측 신장보다 앞쪽 수준에서 후대정맥으로 들어오는 혈관 관찰되며 shunt vessel 가능성이 높아보임. 직경은 약 time 로 측정. 위 몸통을 따라 크기가 큰 비정상 혈관 스캔되며 shunt vessel로 생각되나 환자의 심한 흥분 상태 및 위내 가스로 인해 정확한 평가는 어려움. ct 검사 촬영부위 복부 조영 time time gi kg time sec post s 소견 right gastricoduodenal vein으로부터 단락혈관이 시작되어 위의 소만곡을 따라 등쪽으로 주행 time 하며 우측신장 cranial pole 수준 time 에서 후대정맥으로 들어감. 정상적으로 간으로 들어가는 문맥직경은 약 time 로 관찰됨. 방광내 time 크기의 결석 개 관찰. a. ct 촬영 후 단락혈관 위치 및 직경 확인 후 수술 필요함 수술 진행 원하심 금일은 ct 촬영 진행 ct 촬영 위한 마취 후 bradycardia 너무 심하며 마취회복속도 매우 느림 hr min 심전도 prolonged rr interval sinus arrest or high degree av block first degree av block possible left atrial enlargement 마취위험성 보호자분께 재설명 드림 수술은 day 에 진행 예정 오후관리사항 food 식사종류 양 ct 촬영후금식 식욕상태 급식방법 urine feces etc tx ,,16, 문맥 션트門脈体순환 샨트 PSS , 간 · 담도계 및 췌장 질환,발작,발작,881,13
